title, type, year, month, thumbnail, fOrder, jhOrder
'Peasant Woman Sitting on a Chair', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0126.jpg', '126', '800'
'Still Life with Pottery, Beer Glass and Bottle', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0058.jpg', '58', '531'
'Still Life with Ginger Jar and Apples', 'oil on canvas', 1885, 8, 'http://www.vggallery.com/painting/f_0104.jpg', '104', '923'
'Still Life with Paintbrushes in a Pot', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0060.jpg', '60', '540'
'Still Life with Two Herrings, a Cloth and a Glass', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_1671.jpg', '1671', '1122'
'The Seine Bridge at Asnieres', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0240.jpg', '240', '1268'
'House with Sunflowers', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0810.jpg', '810', '2109'
'Still Life with Oranges, Lemons and Blue Gloves', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0502.jpg', '502', '1664'
'Autumn Landscape at Dusk', 'oil on canvas', 1885, 10, 'http://www.vggallery.com/painting/f_0121.jpg', '121', '956'
'Still Life with Clogs and Pots', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0054.jpg', '54', '536'
'Still Life with an Earthen Bowl and Pears', 'oil on canvas', 1885, 8, 'http://www.vggallery.com/painting/f_0105.jpg', '105', '926'
'Undergrowth II', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0306.jpg', '306', '1317'
'The Baby Marcelle Roulin II', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0441a.jpg', '441a', '1640'
'Vase with Red Gladioli I', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0248b.jpg', '248b', '1150'
'Wheat Fields near Auvers', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0775.jpg', '775', '2038'
'Still Life with Five Bottles', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0056.jpg', '56', '530'
'Canal with Women Washing', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0427.jpg', '427', '1490'
'Entrance to the Public Park in Arles', 'oil on canvas', 1888, 8, 'http://www.vggallery.com/painting/f_0566.jpg', '566', '1585'
'The Baby Marcelle Roulin III', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0440.jpg', '440', '1639'
'La Mousmé, Sitting', 'oil on canvas', 1888, 6, 'http://www.vggallery.com/painting/f_0431.jpg', '431', '1519'
'Farmhouse in Provence', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0565.jpg', '565', '1443'
'Two Children II', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0784.jpg', '784', '2052'
'Wheat Field at Auvers with White House', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0804.jpg', '804', '2018'
'Young Girl Standing Against a Background of Wheat', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0788.jpg', '788', '2055'
'Vase with Carnations and Other Flowers', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0596.jpg', '596', '1135'
'Vase with Zinnias', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0252.jpg', '252', '1140'
'The Road Menders II', 'oil on canvas', 1889, 10, 'http://www.vggallery.com/painting/f_0658.jpg', '658', '1861'
'Green Wheat Fields', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0807.jpg', '807', '1980'
'Olive Picking II', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0656.jpg', '656', '1870'
'Self-Portrait XII', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0626.jpg', '626', '1770'
'Still Life: Vase with Roses', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0681.jpg', '681', '1976'
'Lane at the Jardin du Luxembourg', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0223.jpg', '223', '1111'
'Field of Yellow Flowers, A', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0584.jpg', '584', '1680'
'Sunset: Wheat Fields Near Arles', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0465.jpg', '465', '1473'
'Portrait of the Postman Joseph Roulin VI', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0434.jpg', '434', '1647'
'The Courtyard of the Hospital at Arles', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0519.jpg', '519', '1687'
'Ward in the Hospital in Arles', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0646.jpg', '646', '1686'
'Portrait of Madame Augustine Roulin', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0503.jpg', '503', '1646'
'The Sower III', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0494.jpg', '494', '1617'
'The Fourteenth of July Celebration in Paris', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0222.jpg', '222', '1108'
'Head of an Old Peasant Woman with White Cap I', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0075.jpg', '75', '550'
'Potato Planting', 'oil on canvas', 1884, 8, 'http://www.vggallery.com/painting/f_0172.jpg', '172', '514'
'Head of a Peasant Woman with White Cap VII', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0131.jpg', '131', '685'
'Sunny Lawn in a Public Park', 'oil on canvas', 1888, 6, 'http://www.vggallery.com/painting/f_0428.jpg', '428', '1499'
'The Sower IV', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0450.jpg', '450', '1627'
'Three White Cottages in Saintes-Maries', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0419.jpg', '419', '1465'
'Blossoming Chestnut Branches', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0820.jpg', '820', '2010'
'Thatched Sandstone Cottages in Chaponval', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0780.jpg', '780', '2115'
'The Fields', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0761.jpg', '761', '2120'
'Gordina de Groot, Head II', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_1668.jpg', '1668', '691'
'Head of a Peasant Woman with White Cap VIII', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0080.jpg', '80', '681'
'The Old Church Tower at Nuenen', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0088.jpg', '88', '490'
'Head of a Peasant Woman with White Cap IX', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0144.jpg', '144', '561'
'Peasant and Peasant Woman Planting Potatoes', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0129a.jpg', '129a', '727'
'Bridges across the Seine at Asnieres', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0301.jpg', '301', '1327'
'Self-Portrait XIII', 'oil on canvas', 1887, 0, 'http://www.vggallery.com/painting/f_0366.jpg', '366', '1345'
'View of Paris from Vincent\'s Room in the Rue Lepic II', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0341a.jpg', '341a', '1243'
'Vase with Hollyhocks', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0235.jpg', '235', '1136'
'The Bois de Boulogne with People Walking I', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0224.jpg', '224', '1112'
'Two Peasant Women Digging in Field with Snow', 'oil on canvas', 1890, 3, 'http://www.vggallery.com/painting/f_0695.jpg', '695', '1923'
'Green Wheat Field', 'oil on canvas', 1889, 5, 'http://www.vggallery.com/painting/f_0718.jpg', '718', '1727'
'Le Blute-Fin Mill', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/b_0002.jpg', '', ''
'The Seated Zouave', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0424.jpg', '424', '1488'
'Still Life: Two Red Herrings', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0283a.jpg', '283a', '1660'
'Grass and Butterflies', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0460.jpg', '460', '1676'
'Orchard in Blossom III', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0406.jpg', '406', '1399'
'Path Through a Field with Willows', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0407.jpg', '407', '1402'
'Still Life: Vase with Five Sunflowers', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0459.jpg', '459', '1560'
'The Park at Arles with the Entrance Seen through the Trees', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0471.jpg', '471', '1613'
'The Painter on His Way to Work', 'oil on canvas', 1888, 6, 'http://www.vggallery.com/painting/f_0448.jpg', '448', '1491'
'Apricot Trees in Blossom II', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0556.jpg', '556', '1383'
'Orchard with Peach Trees in Blossom', 'oil on canvas', 1888, 3, 'http://www.vggallery.com/painting/f_0551.jpg', '551', '1396'
'Red Chestnuts in the Public Park at Arles', 'oil on canvas', 1889, 3, 'http://www.vggallery.com/painting/f_0517.jpg', '517', '1689'
'Garden Behind a House', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0578.jpg', '578', '1538'
'Interior of a Restaurant in Arles', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_549a.jpg', '549a', '1573'
'Interior of the Restaurant Carrel in Arles', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0549.jpg', '549', '1572'
'Still Life: Vase with Zinnias', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0592.jpg', '592', '1568'
'Two Thistles', 'oil on canvas', 1888, 7, 'http://www.vggallery.com/painting/f_0447a.jpg', '447a', '1551'
'The Novel Reader', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0497.jpg', '497', '1632'
'Young Man with a Cap', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0536.jpg', '536', '1648'
'Street in Saintes-Maries', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/f_0420.jpg', '420', '1462'
'Still Life: Bloaters on a Piece of Yellow Paper', 'oil on canvas', 1889, 0, 'http://www.vggallery.com/painting/f_0510.jpg', '510', '1661'
'Wheat Fields with Stacks', 'oil on canvas', 1888, 5, 'http://www.vggallery.com/painting/jh_1478.jpg', 'n/a', '1478'
'Les Alyscamps II', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0568.jpg', '568', '1622'
'Still Life with Basket and Six Oranges', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0395.jpg', '395', '1363'
'Two Lovers (Fragment)', 'oil on canvas', 1888, 2, 'http://www.vggallery.com/painting/f_0544.jpg', '544', '1369'
'Self-Portrait XIV', 'oil on canvas', 1888, 11, 'http://www.vggallery.com/painting/f_0501.jpg', '501', '1634'
'Les Alyscamps III', 'oil on canvas', 1888, 10, 'http://www.vggallery.com/painting/f_0569.jpg', '569', '1623'
'Public Garden with Couple and Blue Fir Tree: The Poet\'s Garden III', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0479.jpg', '479', '1601'
'The Public Park at Arles', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0472.jpg', '472', '1598'
'The Railway Bridge over Avenue Montmajour, Arles', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0480.jpg', '480', '1603'
'The Trinquetaille Bridge', 'oil on canvas', 1888, 9, 'http://www.vggallery.com/painting/f_0481.jpg', '481', '1604'
'Sunset at Montmajour', 'oil on canvas', 1888, 6, 'http://www.vggallery.com/painting/b_0003.jpg', '', ''
'Child with Orange', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0785.jpg', '785', '2057'
'Portrait of Adeline Ravoux II', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0768.jpg', '768', '2035'
'The House of Pere Eloi', 'oil on canvas', 1890, 4, 'http://www.vggallery.com/painting/f_0794.jpg', '794', '2002'
'The Grove', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0817.jpg', '817', '1319'
'Portrait of Adeline Ravoux III', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0769.jpg', '769', '2037'
'Portrait of Doctor Gachet II', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0753.jpg', '753', '2007'
'Still Life: Glass with Carnations', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0598.jpg', '598', '2043'
'Still Life: Glass with Wild Flowers', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0589.jpg', '589', '2033'
'Still Life: Red Poppies and Daisies', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0280.jpg', '280', '2032'
'Thatched Cottages in Jorgus', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0758.jpg', '758', '2016'
'Wild Flowers and Thistles in a Vase', 'oil on canvas', 1890, 5, 'http://www.vggallery.com/painting/f_0763.jpg', '763', '2030'
'Young Peasant Woman with Straw Hat Sitting in the Wheat', 'oil on canvas', 1890, 6, 'http://www.vggallery.com/painting/f_0774.jpg', '774', '2053'
'Cottage with Trees and Peasant Woman', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0187.jpg', '187', '808'
'Landscape at Sunset', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0079.jpg', '79', '763'
'Peasant Making a Basket II', 'oil on canvas', 1885, 1, 'http://www.vggallery.com/painting/f_0171a.jpg', '171a', '657'
'Still Life with Two Jars and Two Pumpkins', 'oil on canvas', 1885, 8, 'http://www.vggallery.com/painting/f_0059.jpg', '59', '921'
'The Parsonage Garden at Nuenen with Pond and Figures', 'oil on canvas', 1885, 10, 'http://www.vggallery.com/painting/f_0124.jpg', '124', '955'
'Landscape with Pollard Willows', 'oil on canvas', 1884, 3, 'http://www.vggallery.com/painting/f_0031.jpg', '31', '477'
'Two Hands', 'oil on canvas', 1885, 3, 'http://www.vggallery.com/painting/f_0066.jpg', '66', '743'
'Peasant Woman Laundering', 'oil on canvas', 1885, 7, 'http://www.vggallery.com/painting/f_0148.jpg', '148', '908'
'Head of a Peasant Woman II', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0132.jpg', '132', '574'
'Head of a Peasant Woman with Dark Cap VII', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0136a.jpg', '136a', '548'
'Head of an Old Peasant Woman with White Cap II', 'oil on canvas', 1884, 11, 'http://www.vggallery.com/painting/f_0146.jpg', '146', '551'
'Weaver Facing Right', 'oil on canvas', 1884, 1, 'http://www.vggallery.com/painting/f_0162.jpg', '162', '457'
'Peasant Woman Peeling Potatoes II', 'oil on canvas', 1885, 1, 'http://www.vggallery.com/painting/f_0145.jpg', '145', '653'
'Peasant Woman, Seated (Half-Figure)', 'oil on canvas', 1885, 1, 'http://www.vggallery.com/painting/f_0127.jpg', '127', '651'
'Head of a Peasant Woman with Dark Cap VIII', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0153a.jpg', '153a', '586'
'Head of a Peasant Woman with Dark Cap IX', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0133.jpg', '133', '584'
'Head of a Peasant Woman with Dark Cap X', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_1667.jpg', '1667', '629'
'The Old Station at Eindhoven', 'oil on canvas', 1885, 0, 'http://www.vggallery.com/painting/f_0067a.jpg', '67a', '602'
'Old Tower in the The Fields', 'oil on canvas', 1884, 6, 'http://www.vggallery.com/painting/f_0040.jpg', '40', '507'
'Cottage with Decrepit Barn and Stooping Woman', 'oil on canvas', 1885, 6, 'http://www.vggallery.com/painting/f_1669.jpg', '1669', '825'
'Two Peasant Women Digging', 'oil on canvas', 1885, 6, 'http://www.vggallery.com/painting/f_0096.jpg', '96', '878'
'Cottage II', 'oil on canvas', 1885, 6, 'http://www.vggallery.com/painting/jh_add23.jpg', 'Add. 23', ''
'Cottage with Trees II', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0092.jpg', '92', '810'
'Cottage with Trees III', 'oil on canvas', 1885, 5, 'http://www.vggallery.com/painting/f_0092a.jpg', '92a', '806'
'Peasant Woman Darning Stockings', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0157.jpg', '157', '712'
'Peasant Woman Seated before an Open Door, Peeling Potatoes', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0073.jpg', '73', '717'
'Peasant Woman with Child on Her Lap', 'oil on canvas', 1885, 2, 'http://www.vggallery.com/painting/f_0149.jpg', '149', '690'
'The Old Tower of Nuenen with People Walking', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0184.jpg', '184', '458'
'Water Mill at Kollen Near Nuenen', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0048a.jpg', '48a', '488'
'Weaver Arranging Threads II', 'oil on canvas', 1884, 4, 'http://www.vggallery.com/painting/f_0032.jpg', '32', '480'
'Still Life with Bottles and a Cowrie Shell', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0064.jpg', '64', '537'
'Still Life with Two Sacks and a Bottle', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0055.jpg', '55', '532'
'Two Rats', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0177.jpg', '177', '543'
'Vase with Dead Leaves', 'oil on canvas', 1884, 10, 'http://www.vggallery.com/painting/f_0200.jpg', '200', '541'
'The Parsonage at Nuenen by Moonlight', 'oil on canvas', 1885, 10, 'http://www.vggallery.com/painting/f_0183.jpg', '183', '952'
'Country Lane with Two Figures', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_191a.jpg', '191a', '950'
'View of a Town with Drawbridge', 'oil on canvas', 1885, 9, 'http://www.vggallery.com/painting/f_0210.jpg', '210', '947'
'Wood Gatherers in the Snow', 'oil on canvas', 1884, 8, 'http://www.vggallery.com/painting/f_0043.jpg', '43', '516'
'Still Life with a Basket of Apples', 'oil on canvas', 1885, 8, 'http://www.vggallery.com/painting/f_0115.jpg', '115', '935'
'Twilight, before the Storm: Montmartre', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_1672.jpg', '1672', '1114'
'Park at Asnieres in Spring (on loan from a private collection)', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0362.jpg', '362', '1264'
'Windmill on Montmartre', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0271.jpg', '271', '1186'
'Bowl with Daffodils', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/jh_add01.jpg', 'Add. 1', ''
'Flowers in a Blue Vase', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/jh_add20.jpg', 'Add. 20', ''
'Vase with Flowers', 'oil on canvas', 1886, 0, 'http://www.vggallery.com/painting/b_0001.jpg', '', ''
'The Bois de Boulogne with People Walking II', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/jh_add02.jpg', 'Add. 2', ''
'The Green Parrot', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0014.jpg', '14', '1193'
'Le Moulin de la Galette VII', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0349.jpg', '349', '1184'
'Outskirts of Paris', 'oil on canvas', 1886, 8, 'http://www.vggallery.com/painting/f_0264.jpg', '264', '1179'
'Still Life with French Novels and a Rose', 'oil on canvas', 1887, 8, 'http://www.vggallery.com/painting/f_0359.jpg', '359', '1332'
'Woman Walking in a Garden, A', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0368.jpg', '368', '1262'
'Glass with Hellebores', 'oil on canvas', 1886, 5, 'http://www.vggallery.com/painting/f_0199.jpg', '199', '1091'
'Still Life with Scabiosa and Ranunculus', 'oil on canvas', 1886, 5, 'http://www.vggallery.com/painting/f_0666.jpg', '666', '1094'
'The Banks of the Seine with Boats', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0353.jpg', '353', '1271'
'On the Outskirts of Paris', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0351.jpg', '351', '1255'
'Pair of Shoes, A V', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0332a.jpg', '332a', '1233'
'View of a River with Rowing Boats', 'oil on canvas', 1887, 5, 'http://www.vggallery.com/painting/f_0300.jpg', '300', '1275'
'The Bois de Boulogne with People Walking III', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0225.jpg', '225', '1110'
'Geranium in a Flowerpot', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0201.jpg', '201', '1139'
'Ginger Jar Filled with Chrysanthemums', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0198.jpg', '198', '1125'
'Vase with Carnations and Zinnias', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0259.jpg', '259', '1132'
'Vase with Gladioli and Carnations II', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0242.jpg', '242', '1147'
'Vase with Gladioli and Lilac', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0286a.jpg', '286a', '1128'
'Vase with Peonies', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0666a.jpg', '666a', '1107'
'Vase with Red Gladioli II', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0247.jpg', '247', '1149'
'Vase with Red Gladioli III', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0248.jpg', '248', '1146'
'Vase with White and Red Carnations', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0236.jpg', '236', '1130'
'White Vase with Roses and Other Flowers', 'oil on canvas', 1886, 6, 'http://www.vggallery.com/painting/f_0258.jpg', '258', '1141'
'Avenue in Voyer d\'Argenson Park at Asnieres', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0277.jpg', '277', '1316'
'Corner of Voyer d\'Argenson Park at Asnieres', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0315.jpg', '315', '1320'
'The Seine with the Pont de Clichy', 'oil on canvas', 1887, 6, 'http://www.vggallery.com/painting/f_0303.jpg', '303', '1323'
'Plaster Statuette of a Female Torso VIII', 'oil on canvas', 1887, 0, 'http://www.vggallery.com/painting/f_0216.jpg', '216', '1348'
'Olive Picking III', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0654.jpg', '654', '1868'
'Trees in the Garden of Saint-Paul Hospital III', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0642.jpg', '642', '1798'
'Enclosed Field with Rising Sun', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0737.jpg', '737', '1862'
'Landscape with Olive Tree and Mountains in the Background', 'oil on canvas', 1889, 11, 'http://www.vggallery.com/painting/f_0663.jpg', '663', '1866'
'L\'Arlesienne (Madame Ginoux) IV', 'oil on canvas', 1890, 1, 'http://www.vggallery.com/painting/f_0543.jpg', '543', '1895'
'Enclosed Field with Ploughman', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0625.jpg', '625', '1768'
'Cottages: Reminiscence of the North', 'oil on canvas', 1890, 3, 'http://www.vggallery.com/painting/f_0673.jpg', '673', '1919'
'Peasants Lifting Potatoes', 'oil on canvas', 1890, 3, 'http://www.vggallery.com/painting/f_0694.jpg', '694', '1922'
'Entrance to a Quarry near Saint-Rémy', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0635.jpg', '635', '1767'
'The Garden of Saint-Paul Hospital IV', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0640.jpg', '640', '1800'
'The Garden of Saint-Paul Hospital V', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0730.jpg', '730', '1841'
'The Man is at Sea (after Demont-Breton)', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0644.jpg', '644', '1805'
'View of the Church of Saint-Paul-de-Mausole', 'oil on canvas', 1889, 9, 'http://www.vggallery.com/painting/f_0803.jpg', '803', '2124'
'Half Figure of an Angel (after Rembrandt)', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0624.jpg', '624', '1778'
'Olive Trees', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0711.jpg', '711', '1791'
'Peasant Woman with a Rake (after Millet)', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0698.jpg', '698', '1789'
'Self-Portrait XV', 'oil on canvas', 1889, 8, 'http://www.vggallery.com/painting/f_0525.jpg', '525', '1665'
